Sentence: #,Word,POS,tag
Sentence: 1,@,Misc,O
Sentence: 1,Banco_Falabella,,O
Sentence: 1,no,RN,O
Sentence: 1,nos,PP,O
Sentence: 1,interesan,VMI,O
Sentence: 1,los,DA,O
Sentence: 1,doble,AQ,O
Sentence: 1,puntos,NC,O
Sentence: 1,...,Punc,O
Sentence: 1,nos,PP,O
Sentence: 1,interesan,VMI,O
Sentence: 1,las,DA,O
Sentence: 1,compras,NC,O
Sentence: 1,en,SP,O
Sentence: 1,X,NC,O
Sentence: 1,cuotas,NC,O
Sentence: 1,precio,NC,O
Sentence: 1,contado,VMP,O
Sentence: 1,...,Punc,O
Sentence: 2,@,Misc,O
Sentence: 2,Banco_Falabella,,O
Sentence: 2,pagando,VMG,O
Sentence: 2,con,SP,O
Sentence: 2,CMR,,O
Sentence: 2,",",Fc,O
Sentence: 2,el,DA,O
Sentence: 2,descuento,NC,O
Sentence: 2,tambien,,O
Sentence: 2,corre,VMI,O
Sentence: 2,",",Fc,O
Sentence: 2,no,RN,O
Sentence: 2,?,Punc,O
Sentence: 2,?,Punc,O
Sentence: 3,@,Misc,O
Sentence: 3,Banco_Falabella,,O
Sentence: 3,20,Z,O
Sentence: 3,10,Num,O
Sentence: 3,11,Num,O
Sentence: 3,quedaria,,O
Sentence: 3,listo-hoy,,O
Sentence: 3,vuelven,VMI,O
Sentence: 3,amentir,,O
Sentence: 3,?,Punc,O
Sentence: 3,HSTA,,O
Sentence: 3,CUANDO,,O
Sentence: 3,AIRE,,O
Sentence: 3,NO,RN,O
Sentence: 3,FUNCIONAX,,O
Sentence: 3,TANTO,,O
Sentence: 3,CALOR,,O
Sentence: 3,IMAGEN,,O
Sentence: 3,CORPORATIVA,,O
Sentence: 3,EN,SP,O
Sentence: 3,EL,DA,O
Sentence: 3,PISO,,O
Sentence: 4,@,Misc,O
Sentence: 4,Banco_Falabella,,O
Sentence: 4,Existe,,O
Sentence: 4,una,DI,O
Sentence: 4,Aplicacíon,,O
Sentence: 4,del,SP,O
Sentence: 4,Banco,NC,O
Sentence: 4,Falabella,,O
Sentence: 4,para,SP,O
Sentence: 4,iPhone,,O
Sentence: 4,",",Fc,O
Sentence: 4,¿,Fia,O
Sentence: 4,Es,VSI,O
Sentence: 4,esta,DD,O
Sentence: 4,Oficial,AQ,O
Sentence: 4,?,Punc,O
Sentence: 4,¿,Fia,O
Sentence: 4,Es,VSI,O
Sentence: 4,confiable,AQ,O
Sentence: 4,?,Punc,O
Sentence: 5,RT,,O
Sentence: 5,@,Misc,O
Sentence: 5,Banco_Falabella,,O
Sentence: 5,:,Punc,O
Sentence: 5,RT,,O
Sentence: 5,esta,DD,O
Sentence: 5,noticia,NC,O
Sentence: 5,si,CS,O
Sentence: 5,te,Prep,O
Sentence: 5,agrada,,O
Sentence: 5,:,Punc,O
Sentence: 5,Ya,RG,O
Sentence: 5,sólo,RG,O
Sentence: 5,faltan,VMI,O
Sentence: 5,5,Num,O
Sentence: 5,miércoles,NC,O
Sentence: 5,para,SP,O
Sentence: 5,finalizar,VMN,O
Sentence: 5,el,DA,O
Sentence: 5,año,NC,O
Sentence: 5,.,Punc,O
Sentence: 5,/,Punc,O
Sentence: 5,/,Punc,O
Sentence: 5,O,Int,O
Sentence: 5,.,Punc,O
Sentence: 5,o,CC,O
Sentence: 5,...,Punc,O
Sentence: 5,ctm,,O
Sentence: 5,...,Punc,O
Sentence: 5,no,RN,O
Sentence: 5,lo,DA,O
Sentence: 5,había,VAI,O
Sentence: 5,visto,VMP,O
Sentence: 5,así,RG,O
Sentence: 6,@,Misc,O
Sentence: 6,alvarossgti,,O
Sentence: 6,@,Misc,O
Sentence: 6,Banco_Falabella,,O
Sentence: 7,@,Misc,O
Sentence: 7,Banco_Falabella,,O
Sentence: 7,me,Pron,O
Sentence: 7,llamaron,VMI,O
Sentence: 7,por,SP,O
Sentence: 7,mi,DP,O
Sentence: 7,reclamo,NC,O
Sentence: 7,pero,CC,O
Sentence: 7,a,SP,O
Sentence: 7,la,DA,O
Sentence: 7,fecha,NC,O
Sentence: 7,no,RN,O
Sentence: 7,tienen,VMI,O
Sentence: 7,ninguna,DI,O
Sentence: 7,respuesta,NC,O
Sentence: 7,aun,RG,O
Sentence: 7,espero,VMI,O
Sentence: 7,mi,DP,O
Sentence: 7,llamada,AQ,O
Sentence: 7,mas,CC,O
Sentence: 7,comprometidos,VMP,O
Sentence: 7,por,SP,O
Sentence: 7,favor,NC,O
Sentence: 7,.,Punc,O
Sentence: 8,@,Misc,O
Sentence: 8,Banco_Falabella,,O
Sentence: 8,he,VAI,O
Sentence: 8,hecho,VMP,O
Sentence: 8,varios,DI,O
Sentence: 8,reclamos,NC,O
Sentence: 8,",",Fc,O
Sentence: 8,escritos,AQ,O
Sentence: 8,y,CC,O
Sentence: 8,orales,,O
Sentence: 8,",",Fc,O
Sentence: 8,x,Punc,O
Sentence: 8,suc,,O
Sentence: 8,mall,,O
Sentence: 8,sn,,O
Sentence: 8,felipe,,O
Sentence: 8,no,RN,O
Sentence: 8,se,P0,O
Sentence: 8,puede,VMI,O
Sentence: 8,estar,VMN,O
Sentence: 8,alli,,O
Sentence: 8,x,Punc,O
Sentence: 8,exceso,NC,O
Sentence: 8,luz,NC,O
Sentence: 8,y,CC,O
Sentence: 8,calor,NC,O
Sentence: 8,novoy,,O
Sentence: 8,mas,CC,O
Sentence: 8,alli,,O
Sentence: 9,@,Misc,O
Sentence: 9,Banco_Falabella,,O
Sentence: 9,tngo,,O
Sentence: 9,una,DI,O
Sentence: 9,consulta,NC,O
Sentence: 9,",",Fc,O
Sentence: 9,hace,VMI,O
Sentence: 9,unos,DI,O
Sentence: 9,días,NC,O
Sentence: 9,hice,,O
Sentence: 9,el,DA,O
Sentence: 9,trámite,NC,O
Sentence: 9,para,SP,O
Sentence: 9,sacar,VMN,O
Sentence: 9,la,DA,O
Sentence: 9,tarjeta,NC,O
Sentence: 9,.,Punc,O
Sentence: 9,Quería,VMI,O
Sentence: 9,saber,VMN,O
Sentence: 9,si,CS,O
Sentence: 9,hay,VAI,O
Sentence: 9,algún,DI,O
Sentence: 9,tipo,NC,O
Sentence: 9,comunicación,NC,O
Sentence: 10,es,VSI,O
Sentence: 10,el,DA,O
Sentence: 10,colmo,,O
Sentence: 10,que,PR,O
Sentence: 10,quiera,VMS,O
Sentence: 10,pagar,VMN,O
Sentence: 10,y,CC,O
Sentence: 10,no,RN,O
Sentence: 10,pueda,VMS,O
Sentence: 10,a,SP,O
Sentence: 10,través,NC,O
Sentence: 10,de,SP,O
Sentence: 10,estas,DD,O
Sentence: 10,entidades,NC,O
Sentence: 10,@,Misc,O
Sentence: 10,ServipagOnline,,O
Sentence: 10,@,Misc,O
Sentence: 10,Falabella_cl,,O
Sentence: 10,@,Misc,O
Sentence: 10,Banco_Falabella,,O
Sentence: 10,@,Misc,O
Sentence: 10,movistar,,O
Sentence: 10,@,Misc,O
Sentence: 10,movistarchile,,O
Sentence: 11,@,Misc,O
Sentence: 11,Banco_Falabella,,O
Sentence: 11,todavia,,O
Sentence: 11,sigue,VMI,O
Sentence: 11,en,SP,O
Sentence: 11,mantencion,,O
Sentence: 11,el,DA,O
Sentence: 11,sitio,NC,O
Sentence: 11,web,AQ,O
Sentence: 11,?,Punc,O
Sentence: 11,?,Punc,O
Sentence: 12,@,Misc,O
Sentence: 12,Banco_Falabella,,O
Sentence: 12,banco,NC,O
Sentence: 12,falabella,,O
Sentence: 12,tengo,VMI,O
Sentence: 12,un,DI,O
Sentence: 12,cobro,NC,O
Sentence: 12,por,SP,O
Sentence: 12,sobregiro,,O
Sentence: 12,no,RN,O
Sentence: 12,pactado,VMP,O
Sentence: 12,este,DD,O
Sentence: 12,cobro,NC,O
Sentence: 12,lo,DA,O
Sentence: 12,elimino,,O
Sentence: 12,la,DA,O
Sentence: 12,superintendencia,,O
Sentence: 12,de,SP,O
Sentence: 12,bancos,NC,O
Sentence: 12,hasta,SP,O
Sentence: 12,cuando,CS,O
Sentence: 12,..,Punc,O
Sentence: 13,wueenaaa,,O
Sentence: 13,@,Misc,O
Sentence: 13,Banco_Falabella,,O
Sentence: 13,..,Punc,O
Sentence: 13,se,P0,O
Sentence: 13,les,PP,O
Sentence: 13,cae,VMI,O
Sentence: 13,el,DA,O
Sentence: 13,sistema,NC,O
Sentence: 13,y,CC,O
Sentence: 13,se,P0,O
Sentence: 13,desaparece,,O
Sentence: 13,mi,DP,O
Sentence: 13,plata,NC,O
Sentence: 13,=/,,O
Sentence: 14,@,Misc,O
Sentence: 14,Banco_Falabella,,O
Sentence: 14,ok,,O
Sentence: 14,gracias,NC,O
Sentence: 15,@,Misc,O
Sentence: 15,Banco_Falabella,,O
Sentence: 15,@,Misc,O
Sentence: 15,frezita,,O
Sentence: 15,84,Z,O
Sentence: 15,@,Misc,O
Sentence: 15,mm5,,O
Sentence: 15,@,Misc,O
Sentence: 15,saidGeeK,,O
Sentence: 15,paciencia,NC,O
Sentence: 15,hay,VAI,O
Sentence: 15,",",Fc,O
Sentence: 15,pero,CC,O
Sentence: 15,cuando,CS,O
Sentence: 15,es,VSI,O
Sentence: 15,recurrente,,O
Sentence: 15,los,DA,O
Sentence: 15,dramas,,O
Sentence: 15,uff,,O
Sentence: 16,@,Misc,O
Sentence: 16,Banco_Falabella,,O
Sentence: 16,tienen,VMI,O
Sentence: 16,el,DA,O
Sentence: 16,sitio,NC,O
Sentence: 16,caido,,O
Sentence: 16,no,RN,O
Sentence: 16,puedo,VMI,O
Sentence: 16,acceder,VMN,O
Sentence: 17,No,RN,O
Sentence: 17,se,P0,O
Sentence: 17,por,SP,O
Sentence: 17,que,PR,O
Sentence: 17,me,Pron,O
Sentence: 17,tinca,,O
Sentence: 17,que,PR,O
Sentence: 17,@,Misc,O
Sentence: 17,Banco_Falabella,,O
Sentence: 17,tiene,VMI,O
Sentence: 17,sus,DP,O
Sentence: 17,servidores,,O
Sentence: 17,en,SP,O
Sentence: 17,#,,O
Sentence: 17,Entel,,O
Sentence: 18,@,Misc,O
Sentence: 18,Banco_Falabella,,O
Sentence: 18,hay,VAI,O
Sentence: 18,problemas,NC,O
Sentence: 18,con,SP,O
Sentence: 18,la,DA,O
Sentence: 18,pagina,N,O
Sentence: 18,",",Fc,O
Sentence: 18,al,SP,O
Sentence: 18,entrar,VMN,O
Sentence: 18,me,Pron,O
Sentence: 18,da,VMI,O
Sentence: 18,un,DI,O
Sentence: 18,error,NC,O
Sentence: 18,?,Punc,O
Sentence: 18,que,PR,O
Sentence: 18,pasa,VMI,O
Sentence: 18,.,Punc,O
Sentence: 19,@,Misc,O
Sentence: 19,Banco_Falabella,,O
Sentence: 19,Oka,,O
Sentence: 19,gracias,NC,O
Sentence: 19,por,SP,O
Sentence: 19,responder,VMN,O
Sentence: 19,.,Punc,O
Sentence: 20,@,Misc,O
Sentence: 20,Banco_Falabella,,O
Sentence: 20,saludos,,O
Sentence: 20,...,Punc,O
Sentence: 20,Nos,PP,O
Sentence: 20,leemos,,O
Sentence: 21,Gracias,NC,O
Sentence: 21,al,SP,O
Sentence: 21,@,Misc,O
Sentence: 21,Banco_Falabella,,O
Sentence: 21,hemos,VAI,O
Sentence: 21,logrado,VMP,O
Sentence: 21,ordenar,VMN,O
Sentence: 21,nuestros,DP,O
Sentence: 21,gastos,NC,O
Sentence: 21,e,CC,O
Sentence: 21,inversiones,NC,O
Sentence: 21,de,SP,O
Sentence: 21,mi,DP,O
Sentence: 21,familia,NC,O
Sentence: 21,",",Fc,O
Sentence: 21,salud,NC,O
Sentence: 21,y,CC,O
Sentence: 21,hogar,NC,O
Sentence: 21,muchas,DI,O
Sentence: 21,gracias,NC,O
Sentence: 21,...,Punc,O
Sentence: 22,@,Misc,O
Sentence: 22,Banco_Falabella,,O
Sentence: 22,Fui,,O
Sentence: 22,a,SP,O
Sentence: 22,la,DA,O
Sentence: 22,sucursal,NC,O
Sentence: 22,de,SP,O
Sentence: 22,Viña,NC,O
Sentence: 22,(,Fpa,O
Sentence: 22,Calle,NC,O
Sentence: 22,Valparaiso,,O
Sentence: 22,con,SP,O
Sentence: 22,Quinta,AO,O
Sentence: 22,),Fpt,O
Sentence: 22,a,SP,O
Sentence: 22,firmar,VMN,O
Sentence: 22,contrato,NC,O
Sentence: 22,por,SP,O
Sentence: 22,http://www.masterbase.com/BANCOFALABELLA/MAI/mbMAI_vista.asp?ID=ID2055hx380677ic1avqE,,O
Sentence: 22,…,,O
Sentence: 22,y,CC,O
Sentence: 22,no,RN,O
Sentence: 22,estaban,VMI,O
Sentence: 22,informados,VMP,O
Sentence: 23,@,Misc,O
Sentence: 23,Banco_Falabella,,O
Sentence: 23,Hola,,O
Sentence: 23,",",Fc,O
Sentence: 23,la,DA,O
Sentence: 23,tablet,,O
Sentence: 23,galaxy,,O
Sentence: 23,que,PR,O
Sentence: 23,regalan,,O
Sentence: 23,con,SP,O
Sentence: 23,el,DA,O
Sentence: 23,seguro,AQ,O
Sentence: 23,automotriz,,O
Sentence: 23,",",Fc,O
Sentence: 23,¿,Fia,O
Sentence: 23,Que,CS,O
Sentence: 23,características,NC,O
Sentence: 23,tiene,VMI,O
Sentence: 23,?,Punc,O
Sentence: 23,.,Punc,O
Sentence: 23,Gracias,NC,O
Sentence: 23,.,Punc,O
Sentence: 24,@,Misc,O
Sentence: 24,Banco_Falabella,,O
Sentence: 24,Necesito,,O
Sentence: 24,un,DI,O
Sentence: 24,crédito,NC,O
Sentence: 24,por,SP,O
Sentence: 24,emergencia,NC,O
Sentence: 24,pa,,O
Sentence: 24,cubrir,VMN,O
Sentence: 24,mi,DP,O
Sentence: 24,linea,,O
Sentence: 24,de,SP,O
Sentence: 24,creditooooooo,,O
Sentence: 24,Gracias,NC,O
Sentence: 25,@,Misc,O
Sentence: 25,rosse_mania,,O
Sentence: 25,@,Misc,O
Sentence: 25,Banco_Falabella,,O
Sentence: 25,nose,,O
Sentence: 25,m,N,O
Sentence: 25,dijeron,VMI,O
Sentence: 25,si,CS,O
Sentence: 25,aki,,O
Sentence: 25,al,SP,O
Sentence: 25,lunes,NC,O
Sentence: 25,no,RN,O
Sentence: 25,pago,NC,O
Sentence: 25,la,DA,O
Sentence: 25,1era,,O
Sentence: 25,cuota,NC,O
Sentence: 25,m,N,O
Sentence: 25,van,Prep,O
Sentence: 25,a,SP,O
Sentence: 25,cobrar,VMN,O
Sentence: 25,la,DA,O
Sentence: 25,deuda,NC,O
Sentence: 25,total,AQ,O
Sentence: 25,",",Fc,O
Sentence: 25,ahora,RG,O
Sentence: 25,hablare,,O
Sentence: 25,con,SP,O
Sentence: 25,ingresa,,O
Sentence: 26,@,Misc,O
Sentence: 26,rosse_mania,,O
Sentence: 26,@,Misc,O
Sentence: 26,Banco_Falabella,,O
Sentence: 26,t,NC,O
Sentence: 26,creeria,,O
Sentence: 26,si,CS,O
Sentence: 26,tuviera,VMS,O
Sentence: 26,q,,O
Sentence: 26,pagar,VMN,O
Sentence: 26,7,Num,O
Sentence: 26,millones,NC,O
Sentence: 26,...,Punc,O
Sentence: 26,pero,CC,O
Sentence: 26,9,Num,O
Sentence: 26,!,Punc,O
Sentence: 26,estudie,VMS,O
Sentence: 26,3,Num,O
Sentence: 26,años,NC,O
Sentence: 26,",",Fc,O
Sentence: 26,un,DI,O
Sentence: 26,compa,,O
Sentence: 26,tuvo,VMI,O
Sentence: 26,4,Num,O
Sentence: 26,años,NC,O
Sentence: 26,y,CC,O
Sentence: 26,su,DP,O
Sentence: 26,total,AQ,O
Sentence: 26,son,VSI,O
Sentence: 26,7palos,,O
Sentence: 27,@,Misc,O
Sentence: 27,rosse_mania,,O
Sentence: 27,@,Misc,O
Sentence: 27,Banco_Falabella,,O
Sentence: 27,m,N,O
Sentence: 27,financiaron,,O
Sentence: 27,3,Num,O
Sentence: 27,millones,NC,O
Sentence: 27,y,CC,O
Sentence: 27,medio,DN,O
Sentence: 27,para,SP,O
Sentence: 27,estudiar,VMN,O
Sentence: 27,y,CC,O
Sentence: 27,descaradamente,,O
Sentence: 27,m,N,O
Sentence: 27,estan,,O
Sentence: 27,cobrando,,O
Sentence: 27,9millones,,O
Sentence: 27,",",Fc,O
Sentence: 27,q,,O
Sentence: 27,tal,DD,O
Sentence: 27,?,Punc,O
Sentence: 27,#,,O
Sentence: 27,careraja,,O
Sentence: 28,En,SP,O
Sentence: 28,@,Misc,O
Sentence: 28,Banco_Falabella,,O
Sentence: 28,te,Prep,O
Sentence: 28,cagamos,,O
Sentence: 28,mirandote,,O
Sentence: 28,a,SP,O
Sentence: 28,los,DA,O
Sentence: 28,ojos,NC,O
Sentence: 29,@,Misc,O
Sentence: 29,Banco_Falabella,,O
Sentence: 29,Me,PP,O
Sentence: 29,llegó,VMI,O
Sentence: 29,mail,,O
Sentence: 29,falso,AQ,O
Sentence: 29,pidiendo,VMG,O
Sentence: 29,que,PR,O
Sentence: 29,actualice,,O
Sentence: 29,mis,DP,O
Sentence: 29,datos,NC,O
Sentence: 29,http://cl.ly/1s053U1W1j0u1I0Z0G2H,,O
Sentence: 29,…,,O
Sentence: 29,para,SP,O
Sentence: 29,que,PR,O
Sentence: 29,adviertan,,O
Sentence: 29,!,Punc,O
Sentence: 29,!,Punc,O
Sentence: 30,@,Misc,O
Sentence: 30,Banco_Falabella,,O
Sentence: 30,el,DA,O
Sentence: 30,descaro,,O
Sentence: 30,q,,O
Sentence: 30,estan,,O
Sentence: 30,haciendo,VMG,O
Sentence: 30,con,SP,O
Sentence: 30,los,DA,O
Sentence: 30,estudiantes,NC,O
Sentence: 30,se,P0,O
Sentence: 30,va,VMI,O
Sentence: 30,a,SP,O
Sentence: 30,saber,VMN,O
Sentence: 30,!,Punc,O
Sentence: 30,!,Punc,O
Sentence: 30,no,RN,O
Sentence: 30,me,Pron,O
Sentence: 30,voy,VMI,O
Sentence: 30,a,SP,O
Sentence: 30,quedar,VMN,O
Sentence: 30,tranquilo,AQ,O
Sentence: 30,de,SP,O
Sentence: 30,brazos,NC,O
Sentence: 30,cruzados,,O
Sentence: 31,@,Misc,O
Sentence: 31,Banco_Falabella,,O
Sentence: 31,no,RN,O
Sentence: 31,puedo,VMI,O
Sentence: 31,dejar,VMN,O
Sentence: 31,de,SP,O
Sentence: 31,tener,VMN,O
Sentence: 31,rabia,,O
Sentence: 31,!,Punc,O
Sentence: 31,son,VSI,O
Sentence: 31,unos,DI,O
Sentence: 31,care,,O
Sentence: 31,raja,,O
Sentence: 31,!,Punc,O
Sentence: 31,!,Punc,O
Sentence: 31,cagandose,,O
Sentence: 31,a,SP,O
Sentence: 31,la,DA,O
Sentence: 31,gente,NC,O
Sentence: 31,",",Fc,O
Sentence: 31,este,DD,O
Sentence: 31,banco,NC,O
Sentence: 31,es,VSI,O
Sentence: 31,una,DI,O
Sentence: 31,mierda,,O
Sentence: 31,!,Punc,O
Sentence: 31,no,RN,O
Sentence: 31,les,PP,O
Sentence: 31,recomiendo,VMG,O
Sentence: 32,Mas,CC,O
Sentence: 32,care,,O
Sentence: 32,raja,,O
Sentence: 32,q,,O
Sentence: 32,los,DA,O
Sentence: 32,del,SP,O
Sentence: 32,@,Misc,O
Sentence: 32,Banco_Falabella,,O
Sentence: 32,para,SP,O
Sentence: 32,estudiar,VMN,O
Sentence: 32,m,N,O
Sentence: 32,dieron,VMI,O
Sentence: 32,3,Num,O
Sentence: 32,millones,NC,O
Sentence: 32,y,CC,O
Sentence: 32,medio,DN,O
Sentence: 32,y,CC,O
Sentence: 32,ahora,RG,O
Sentence: 32,la,DA,O
Sentence: 32,deuda,NC,O
Sentence: 32,total,AQ,O
Sentence: 32,es,VSI,O
Sentence: 32,de,SP,O
Sentence: 32,9,Num,O
Sentence: 32,millones,NC,O
Sentence: 32,...,Punc,O
Sentence: 32,q,,O
Sentence: 32,tal,DD,O
Sentence: 32,?,Punc,O
Sentence: 32,#,,O
Sentence: 32,nopodis,,O
Sentence: 33,@,Misc,O
Sentence: 33,Banco_Falabella,,O
Sentence: 33,http://twiffo.com/CLQ,,O
Sentence: 34,@,Misc,O
Sentence: 34,Banco_Falabella,,O
Sentence: 34,La,DA,O
Sentence: 34,Visa,,O
Sentence: 34,del,SP,O
Sentence: 34,Banco,NC,O
Sentence: 34,tiene,VMI,O
Sentence: 34,X,NC,O
Sentence: 34,cuotas,NC,O
Sentence: 34,precio,NC,O
Sentence: 34,contado,VMP,O
Sentence: 34,?,Punc,O
Sentence: 35,@,Misc,O
Sentence: 35,Banco_Falabella,,O
Sentence: 35,vuelvo,,O
Sentence: 35,a,SP,O
Sentence: 35,preguntar,VMN,O
Sentence: 35,...,Punc,O
Sentence: 35,su,DP,O
Sentence: 35,banco,NC,O
Sentence: 35,tiene,VMI,O
Sentence: 35,"""",Fe,O
Sentence: 35,X,NC,O
Sentence: 35,cuotas,NC,O
Sentence: 35,precio,NC,O
Sentence: 35,contado,VMP,O
Sentence: 35,"""",Fe,O
Sentence: 35,?,Punc,O
Sentence: 36,@,Misc,O
Sentence: 36,Banco_Falabella,,O
Sentence: 36,Que,CS,O
Sentence: 36,bueno,I,O
Sentence: 36,!,Punc,O
Sentence: 36,...,Punc,O
Sentence: 36,Gracias,NC,O
Sentence: 36,por,SP,O
Sentence: 36,la,DA,O
Sentence: 36,respuesta,NC,O
Sentence: 36,!,Punc,O
Sentence: 36,:-),,O
Sentence: 37,Qué,PT,O
Sentence: 37,le,PP,O
Sentence: 37,pasa,VMI,O
Sentence: 37,@,Misc,O
Sentence: 37,Banco_Falabella,,O
Sentence: 37,?,Punc,O
Sentence: 37,?,Punc,O
Sentence: 37,?,Punc,O
Sentence: 37,...,Punc,O
Sentence: 37,quiero,VMI,O
Sentence: 37,al,SP,O
Sentence: 37,banco,NC,O
Sentence: 37,pero,CC,O
Sentence: 37,su,DP,O
Sentence: 37,página,NC,O
Sentence: 37,definitivamente,RG,O
Sentence: 37,es,VSI,O
Sentence: 37,un,DI,O
Sentence: 37,bodrio,,O
Sentence: 37,!,Punc,O
Sentence: 37,!,Punc,O
Sentence: 37,!,Punc,O
Sentence: 38,@,Misc,O
Sentence: 38,Banco_Falabella,,O
Sentence: 38,buenas,AQ,O
Sentence: 38,tardes,NC,O
Sentence: 38,",",Fc,O
Sentence: 38,que,PR,O
Sentence: 38,sucede,VMI,O
Sentence: 38,con,SP,O
Sentence: 38,el,DA,O
Sentence: 38,horario,NC,O
Sentence: 38,de,SP,O
Sentence: 38,b,,O
Sentence: 38,.,Punc,O
Sentence: 38,Falabella,,O
Sentence: 38,Iqq,,O
Sentence: 38,del,SP,O
Sentence: 38,mall,,O
Sentence: 38,",",Fc,O
Sentence: 38,son,VSI,O
Sentence: 38,las,DA,O
Sentence: 38,15:37,,O
Sentence: 38,y,CC,O
Sentence: 38,aún,RG,O
Sentence: 38,cerrado,VMP,O
Sentence: 39,@,Misc,O
Sentence: 39,Banco_Falabella,,O
Sentence: 39,hay,VAI,O
Sentence: 39,un,DI,O
Sentence: 39,problema,NC,O
Sentence: 39,con,SP,O
Sentence: 39,su,DP,O
Sentence: 39,sucursal,NC,O
Sentence: 39,virtual,AQ,O
Sentence: 39,",",Fc,O
Sentence: 39,no,RN,O
Sentence: 39,se,P0,O
Sentence: 39,puede,VMI,O
Sentence: 39,ingresar,VMN,O
Sentence: 39,a,SP,O
Sentence: 39,ver,VMN,O
Sentence: 39,los,DA,O
Sentence: 39,estados,NC,O
Sentence: 39,de,SP,O
Sentence: 39,cuenta,NC,O
Sentence: 39,de,SP,O
Sentence: 39,la,DA,O
Sentence: 39,visa,,O
Sentence: 39,.,Punc,O
Sentence: 40,@,Misc,O
Sentence: 40,Banco_Falabella,,O
Sentence: 40,vi,VMI,O
Sentence: 40,en,SP,O
Sentence: 40,el,DA,O
Sentence: 40,diario,NC,O
Sentence: 40,la,DA,O
Sentence: 40,cuarta,AO,O
Sentence: 40,un,DI,O
Sentence: 40,anuncio,NC,O
Sentence: 40,con,SP,O
Sentence: 40,respecto,NC,O
Sentence: 40,a,SP,O
Sentence: 40,la,DA,O
Sentence: 40,nueva,AQ,O
Sentence: 40,moto,NC,O
Sentence: 40,honda,,O
Sentence: 40,invicta,,O
Sentence: 41,@,Misc,O
Sentence: 41,Banco_Falabella,,O
Sentence: 41,tienen,VMI,O
Sentence: 41,cuotas,NC,O
Sentence: 41,precio,NC,O
Sentence: 41,contado,VMP,O
Sentence: 41,?,Punc,O
Sentence: 42,@,Misc,O
Sentence: 42,Banco_Falabella,,O
Sentence: 42,no,RN,O
Sentence: 42,ya,RG,O
Sentence: 42,se,P0,O
Sentence: 42,arreglo,NC,O
Sentence: 42,gracias,NC,O
Sentence: 43,@,Misc,O
Sentence: 43,Banco_Falabella,,O
Sentence: 43,esta,DD,O
Sentence: 43,con,SP,O
Sentence: 43,problemas,NC,O
Sentence: 43,la,DA,O
Sentence: 43,pagina,N,O
Sentence: 43,?,Punc,O
Sentence: 43,?,Punc,O
Sentence: 43,?,Punc,O
Sentence: 44,@,Misc,O
Sentence: 44,Banco_Falabella,,O
Sentence: 44,http://twitcam.com/73xn2,,O
Sentence: 45,@,Misc,O
Sentence: 45,Banco_Falabella,,O
Sentence: 45,Hice,,O
Sentence: 45,un,DI,O
Sentence: 45,giro,NC,O
Sentence: 45,en,SP,O
Sentence: 45,bueno,I,O
Sentence: 45,aires,NC,O
Sentence: 45,y,CC,O
Sentence: 45,me,Pron,O
Sentence: 45,han,VAI,O
Sentence: 45,cobrado,VMP,O
Sentence: 45,una,DI,O
Sentence: 45,barbaridad,,O
Sentence: 45,!,Punc,O
Sentence: 45,!,Punc,O
Sentence: 45,mas,CC,O
Sentence: 45,de,SP,O
Sentence: 45,70,Z,O
Sentence: 45,mil,DN,O
Sentence: 45,pesos,NC,O
Sentence: 45,por,SP,O
Sentence: 45,un,DI,O
Sentence: 45,giro,NC,O
Sentence: 45,de,SP,O
Sentence: 45,100,Num,O
Sentence: 45,mil,DN,O
Sentence: 45,no,RN,O
Sentence: 45,sera,,O
Sentence: 45,demaciado,,O
Sentence: 45,!,Punc,O
Sentence: 46,@,Misc,O
Sentence: 46,_natutan,,O
Sentence: 46,@,Misc,O
Sentence: 46,Banco_Falabella,,O
Sentence: 46,Le,N,O
Sentence: 46,pedí,,O
Sentence: 46,un,DI,O
Sentence: 46,préstamo,NC,O
Sentence: 46,a,SP,O
Sentence: 46,@,Misc,O
Sentence: 46,Banco_Falabella,,O
Sentence: 46,u,Pron,O
Sentence: 46,.,Punc,O
Sentence: 46,u,Pron,O
Sentence: 46,',Punc,O
Sentence: 46,ojalá,,O
Sentence: 46,me,Pron,O
Sentence: 46,digan,VMS,O
Sentence: 46,que,PR,O
Sentence: 46,Si,CS,O
Sentence: 46,!,Punc,O
Sentence: 46,Jajaja,,O
Sentence: 46,/,Punc,O
Sentence: 46,/,Punc,O
Sentence: 46,Terminaras,,O
Sentence: 46,pagando,VMG,O
Sentence: 46,el,DA,O
Sentence: 46,doble,AQ,O
Sentence: 46,.,Punc,O
Sentence: 47,Le,N,O
Sentence: 47,pedí,,O
Sentence: 47,un,DI,O
Sentence: 47,préstamo,NC,O
Sentence: 47,a,SP,O
Sentence: 47,@,Misc,O
Sentence: 47,Banco_Falabella,,O
Sentence: 47,u,Pron,O
Sentence: 47,.,Punc,O
Sentence: 47,u,Pron,O
Sentence: 47,',Punc,O
Sentence: 47,ojalá,,O
Sentence: 47,me,Pron,O
Sentence: 47,digan,VMS,O
Sentence: 47,que,PR,O
Sentence: 47,Si,CS,O
Sentence: 47,!,Punc,O
Sentence: 47,Jajaja,,O
